Symbol,Volume,Market Cap,P/E Ratio,vec0,vec1,vec2,vec3,vec4,Volatility
IPG,0.009688687324414367,11221548032,12.227848,0.23982647061347961,0.7451151609420776,1.5617700815200806,-0.7291162610054016,-0.10514770448207855,0.3571
USB,0.007827589176868304,54442627072,10.4259815,0.2538836598396301,0.7910668253898621,1.8114277124404907,-0.8594818115234375,-0.11306586116552353,0.3354
ETR,0.007332042665760363,20601151488,14.037627,0.21846814453601837,0.7730463147163391,1.8725230693817139,-0.9163964986801147,-0.1480085402727127,0.2028
VRSK,0.006020636000709801,34218383360,43.78664,0.2133239209651947,0.7464911937713623,1.6641826629638672,-0.8020751476287842,-0.14414754509925842,0.155
MMC,0.0028954980205730604,96992198656,28.303598,0.28078776597976685,0.9221482276916504,2.002149820327759,-0.9644728899002075,-0.11117471754550934,0.1266
TRGP,0.007429243506027554,19030816768,22.413977,0.23453852534294128,0.8052815794944763,1.8605679273605347,-0.8318437337875366,-0.14044584333896637,0.1958
BAC,0.005632061458965753,222046502912,7.856338,0.2710088789463043,0.7860537767410278,1.7483738660812378,-0.8786274790763855,-0.08927314728498459,0.2385
APTV,0.007120337429823027,20920473600,9.052631,0.23100334405899048,0.7880601286888123,1.767995834350586,-0.8058263659477234,-0.1580972671508789,0.2818
HRL,0.005099163333437173,17744238592,20.29375,0.28682979941368103,0.7658378481864929,1.7605209350585938,-0.7843026518821716,-0.14023880660533905,0.2634
WELL,0.004859708376562202,47637458944,169.35295,0.19105572998523712,0.7929308414459229,1.790434718132019,-0.8455702066421509,-0.11786258965730667,0.2214
XRAY,0.011188723685452658,5897334784,N/A,0.22606909275054932,0.738978385925293,1.7343175411224365,-0.7783055305480957,-0.1335354447364807,0.2205
GNRC,0.021508648432853453,6368926720,40.539062,0.29114142060279846,0.7928886413574219,1.7806389331817627,-0.8291386961936951,-0.15347044169902802,0.6122
PODD,0.02085288625128173,10821183488,88.55428,0.2065437287092209,0.16144035756587982,0.4608328938484192,-0.2398270070552826,-0.050042569637298584,0.4424
BG,0.007492704146247454,15043962880,8.009354,0.313393771648407,1.0132633447647095,2.3259623050689697,-1.1004297733306885,-0.23853424191474915,0.2226
WYNN,0.016771318986097457,10806220800,N/A,0.23049715161323547,0.6599248647689819,1.470465898513794,-0.7157909274101257,-0.15079039335250854,0.296
J,0.004634460521926969,16724176896,22.865515,0.22221563756465912,0.681921124458313,1.5385572910308838,-0.717292308807373,-0.11367156356573105,0.1891
ABBV,0.0024954898104011655,250759643136,38.70027,0.26427409052848816,0.8052427768707275,1.95522141456604,-0.9118984937667847,-0.14979897439479828,0.1911
TSN,0.008801312761964615,16427298816,49.297874,0.2855696678161621,0.8461794853210449,2.0323383808135986,-0.9729459881782532,-0.1609099954366684,0.2141
CPRT,0.003912018952520983,44763729920,35.861538,0.2507905662059784,0.6838146448135376,1.519252896308899,-0.7192639112472534,-0.06842943280935287,0.2172
NEE,0.007004288329951347,117517918208,15.333333,0.2301991730928421,0.9078233242034912,2.057551383972168,-0.9072084426879883,-0.14427222311496735,0.348
AXON,0.007079521134296415,17202268160,171.32835,0.3204247057437897,0.9869812726974487,2.1895411014556885,-0.9911527633666992,-0.13868314027786255,0.3679
MLM,0.006190896853441023,27928201216,25.356901,0.18209023773670197,0.7589099407196045,1.6437400579452515,-0.7351557016372681,-0.1880497932434082,0.241
PKG,0.005880815543069656,14049327104,17.987328,0.27806389331817627,0.9045517444610596,2.1046717166900635,-0.9934514164924622,-0.16888605058193207,0.2344
VTR,0.005647868674671392,17915082752,2201.0,0.2315044403076172,0.7987639307975769,1.9609360694885254,-0.901903510093689,-0.1499018669128418,0.2649
CEG,0.005423339177619819,40284712960,24.187624,0.29257094860076904,1.0304934978485107,2.3302605152130127,-1.0722893476486206,-0.16378732025623322,0.2426
CVS,0.006306419459014238,89519374336,10.642415,0.2918834388256073,0.8152714371681213,1.826504111289978,-0.8572922945022583,-0.10778641700744629,0.2552
COR,0.007049662939249405,39526055936,23.179033,0.36569827795028687,0.9417994618415833,2.1411142349243164,-0.9558451771736145,-0.22010239958763123,0.1465
AZO,0.007525249947543624,46779564032,19.703283,0.2620314657688141,0.9663143157958984,2.0782077312469482,-1.029489278793335,-0.18947851657867432,0.2111
GIS,0.0077323457162159605,38021697536,15.963325,0.25362440943717957,0.7517657279968262,1.6976652145385742,-0.8014994859695435,-0.11699764430522919,0.1668
VLTO,0.018132500771391915,17192298496,23.18937,0.2955656051635742,0.8343289494514465,1.9039851427078247,-0.8792237639427185,-0.13355590403079987,Tip:
UPS,0.004782924859641598,121288892416,14.425813,0.2678026258945465,0.7658745050430298,1.6954594850540161,-0.8115538358688354,-0.12801311910152435,0.21
BR,0.004414621707310854,20984997888,31.605684,0.3169000446796417,0.8764618039131165,1.9388880729675293,-0.8925639986991882,-0.12548194825649261,0.1796
EMR,0.004885226323136934,52312104960,16.42442,0.3270161747932434,1.0338010787963867,2.2670035362243652,-1.0810374021530151,-0.19647017121315002,0.1726
AIZ,0.006455659376390458,8517864960,16.480371,0.27810895442962646,0.7440295815467834,1.7694088220596313,-0.8648754954338074,-0.10816517472267151,0.1861
UNH,0.002915989798194164,497175691264,23.105036,0.2875654101371765,0.975069522857666,2.257449150085449,-1.0482901334762573,-0.18402670323848724,0.2056
MSI,0.0039161163597801986,51315646464,31.199799,0.26779991388320923,0.7625565528869629,1.6887439489364624,-0.8021036982536316,-0.1515776515007019,0.1613
SJM,0.013016046288500322,11338393600,N/A,0.28586065769195557,0.8416427373886108,1.997470736503601,-0.9445182085037231,-0.2058887481689453,0.2101
ETSY,0.029903921634125565,7662546944,25.192915,0.23100052773952484,0.5704097151756287,1.42783784866333,-0.6743903160095215,-0.09749341011047363,0.4703
META,0.009287849198625384,814134263808,27.928385,0.2786199748516083,0.8296746611595154,1.8500605821609497,-0.838696300983429,-0.10006221383810043,0.3141
TAP,0.007582339027848463,12798352384,50.85345,0.2563076913356781,0.8032394647598267,1.847722053527832,-0.8857197165489197,-0.14207075536251068,0.2308
BWA,0.008768777221713141,7653010944,7.9313726,0.24824336171150208,0.7902389764785767,1.822124719619751,-0.8843182921409607,-0.13332489132881165,0.282
IBM,0.004376104434390815,135296163840,19.125324,0.28391310572624207,0.8708929419517517,1.878322720527649,-0.8859001994132996,-0.10696649551391602,0.157
JNJ,0.008401033915733798,363853021184,28.367924,0.2454053908586502,0.7819163799285889,1.750656008720398,-0.8525004386901855,-0.1692345291376114,0.1898
FTNT,0.00827647850714345,39917436928,35.380283,0.2717690169811249,0.7816267013549805,1.8503856658935547,-0.8670986890792847,-0.15990664064884186,0.5592
AAPL,0.0037705087164530008,2844451405824,29.403538,0.2484474629163742,0.8379353284835815,1.878481149673462,-0.8634873032569885,-0.13901035487651825,0.203
JKHY,0.006874965659718025,11065677824,30.29091,0.29588666558265686,0.8346415758132935,1.8038731813430786,-0.8231130838394165,-0.14778035879135132,0.2119
GEHC,0.006481131940855641,32047230976,20.892538,0.22995005548000336,0.7171841263771057,1.6235910654067993,-0.7499786019325256,-0.10596772283315659,0.2165
MS,0.004902188029869449,125367214080,13.639138,0.2407044768333435,0.8710067868232727,1.954246997833252,-0.9800929427146912,-0.1441502571105957,0.2489
FANG,0.010854863604335133,28137457664,8.927876,0.2742270529270172,0.8970943689346313,2.018333911895752,-0.9828614592552185,-0.21886858344078064,0.2304
AMAT,0.006553896070139006,120653299712,18.853594,0.2834808826446533,0.7874374985694885,1.8075158596038818,-0.8370506763458252,-0.1178668737411499,0.3204
AON,0.003528024733288049,65578749952,24.776096,0.19134896993637085,0.7221894264221191,1.5923125743865967,-0.7660972476005554,-0.10774853825569153,0.181
T,0.005241542890343227,111897812992,N/A,0.23943065106868744,0.7796456217765808,1.8001054525375366,-0.8436723351478577,-0.13354939222335815,0.311
WBD,0.007683431497095478,22911371264,N/A,0.24567446112632751,0.760121762752533,1.7190968990325928,-0.8230780363082886,-0.155552938580513,0.4624
TECH,0.006335420879676441,9283940352,38.0974,0.3138806223869324,0.9205272793769836,1.896309733390808,-0.9079016447067261,-0.17752432823181152,0.2706
EQR,0.004383056251404174,21064044544,32.005848,0.12816455960273743,0.6455665826797485,1.4515382051467896,-0.7039650678634644,-0.18136180937290192,0.1731
ROK,0.007042458587619878,29661362176,21.661331,0.340371310710907,1.0656081438064575,2.1765286922454834,-1.0628105401992798,-0.13975003361701965,0.2687
LUV,0.011784913826561468,14300798976,29.617283,0.18413658440113068,0.7765071392059326,1.794634461402893,-0.8932124972343445,-0.13507631421089172,0.3006
ESS,0.006194694677539472,14203631616,26.228857,0.14882254600524902,0.6441555619239807,1.5582355260849,-0.7507666945457458,-0.15817143023014069,0.1925
RCL,0.01179737313646073,24449943552,28.31454,-0.03580634668469429,0.3703862130641937,0.8452101349830627,-0.5474218726158142,0.04833118990063667,0.32
NTAP,0.008455321026085568,15872450560,13.776363,0.25824201107025146,0.9255813360214233,2.0206494331359863,-0.934018075466156,-0.19731377065181732,0.1629
HBAN,0.009644094939506105,15088303104,6.9066663,0.31651657819747925,1.0751779079437256,2.491007089614868,-1.2281625270843506,-0.22560130059719086,0.2594
PARA,0.019563548025022234,7748872704,N/A,0.2609504163265228,0.784184455871582,1.758988380432129,-0.8247098922729492,-0.10111384093761444,0.4192
EXR,0.006771729869933168,25564313600,19.117743,0.17258498072624207,0.7181156873703003,1.734218716621399,-0.8533477783203125,-0.13467901945114136,0.2834
MDT,0.004642260435444146,96650018816,26.857677,0.21636877954006195,0.7546659111976624,1.8154064416885376,-0.8622561097145081,-0.14345867931842804,0.1933
COST,0.0037937124195629034,251202387968,40.04093,0.23321883380413055,0.760841965675354,1.7264679670333862,-0.8467708230018616,-0.14576299488544464,0.1485
SBAC,0.007710312615612283,23914180608,48.571743,0.23892955482006073,0.7661517262458801,1.8228315114974976,-0.8560910224914551,-0.10594690591096878,0.3215
BK,0.005733603783247506,34895458304,10.631206,0.29376742243766785,0.8006225228309631,1.8328781127929688,-0.9090784192085266,-0.12583740055561066,0.2339
MRK,0.0025837798249252718,265417162752,58.000004,0.28366631269454956,0.9323773384094238,2.0630974769592285,-0.9975391626358032,-0.1733490228652954,0.1848
NDSN,0.003746573240140666,12684265472,25.650461,0.2999797761440277,0.8739526867866516,1.997053861618042,-0.9387850165367126,-0.15524034202098846,0.1704
BX,0.008780618805656431,119210164224,41.316666,0.23493903875350952,0.8296395540237427,1.8992136716842651,-0.9153348207473755,-0.14687445759773254,0.3197
LVS,0.005981438567816353,37472960512,56.623528,0.25896120071411133,0.8685675263404846,1.9880963563919067,-0.9475684762001038,-0.1399557888507843,0.2892
CHD,0.0058237046537490565,21834373120,49.233337,0.2946925461292267,0.9126380681991577,2.160095691680908,-1.0104389190673828,-0.14320844411849976,0.1702
ACN,0.0029830897187133596,199467663360,29.31919,0.25027552247047424,0.8193245530128479,1.8276715278625488,-0.8920131325721741,-0.09592581540346146,0.186
ALLE,0.008249114909167125,8988753920,16.201588,0.22650420665740967,0.755313515663147,1.7065492868423462,-0.7857084274291992,-0.09010203927755356,0.2512
KVUE,0.023639398805273607,36689293312,33.614037,0.27785372734069824,0.8377000689506531,1.8347722291946411,-0.8534193634986877,-0.14507056772708893,0.2761
PH,0.00513173293907089,52773916672,22.726067,0.23670758306980133,0.7378734350204468,1.7082639932632446,-0.7599177956581116,-0.10583068430423737,0.248
INTU,0.0050030042210097315,146401705984,60.53071,0.25031211972236633,0.8010410666465759,1.7921861410140991,-0.8192515969276428,-0.1048695519566536,0.2439
HII,0.006477777637922137,9167902720,17.417683,0.3052390515804291,0.8557903170585632,1.9791429042816162,-0.9819491505622864,-0.16424697637557983,0.2338
APD,0.0034867410066843785,66103058432,30.401169,0.19863542914390564,0.7224297523498535,1.6217302083969116,-0.7286794185638428,-0.12438885867595673,0.2008
DAL,0.01395360002810791,21987129344,6.3513007,0.18934868276119232,0.6778632402420044,1.5633794069290161,-0.7661284804344177,-0.15639643371105194,0.2578
WMT,0.002064215225411945,442223296512,31.475098,0.28888654708862305,0.8897510170936584,1.9366722106933594,-0.9451308250427246,-0.16777768731117249,0.1262
TMO,0.0042338264677564625,175532654592,29.539011,0.22992420196533203,0.7004721164703369,1.534234881401062,-0.7529909610748291,-0.09627756476402283,0.2221
TYL,0.004908840998760807,17557415936,112.34865,0.2523079812526703,0.9583457112312317,2.023498296737671,-1.0236701965332031,-0.12563593685626984,0.2445
TROW,0.0062965632970868575,21340274688,13.609756,0.2254764437675476,0.7550081610679626,1.7015469074249268,-0.8224554657936096,-0.11725194752216339,0.2711
TT,0.005116832446088934,50481242112,25.557602,0.26976314187049866,0.7963163256645203,1.8356904983520508,-0.812735378742218,-0.16857574880123138,0.2354
SYF,0.00930267711283603,12198879232,5.4296293,0.3176743686199188,0.9041182994842529,2.155857801437378,-1.0064618587493896,-0.1257200837135315,0.2636
LEN,0.008857486648117944,33569705984,8.842721,0.2517547905445099,0.8885533213615417,2.0426957607269287,-0.901313066482544,-0.1469816118478775,0.2764
MTCH,0.01665015525436699,8110870016,15.957219,0.2958400547504425,0.9663814306259155,2.232076644897461,-1.0572559833526611,-0.17012308537960052,0.33
MRO,0.01787025380546349,15158624256,9.412879,0.2422962486743927,0.6932723522186279,1.7614221572875977,-0.7746176719665527,-0.17445552349090576,0.3158
PRU,0.0040037174515235455,33136130048,25.911428,0.27267691493034363,0.927534818649292,2.0872433185577393,-1.0010251998901367,-0.15557800233364105,0.1916
WRK,0.011392147942351752,9681606656,N/A,0.26320600509643555,0.8471758961677551,2.022395133972168,-0.9228901863098145,-0.13202501833438873,0.282
PPL,0.007865130224608299,18907230208,23.971962,0.30919694900512695,1.026073694229126,2.288583278656006,-1.0288735628128052,-0.24805887043476105,0.1972
DLR,0.006613555715390359,40201637888,45.070175,0.2440883368253708,0.8881089687347412,1.911879539489746,-0.8614445328712463,-0.14624004065990448,0.273
NSC,0.005289166696147451,44253040640,21.407692,0.20813213288784027,0.7437992095947266,1.7448654174804688,-0.7627992033958435,-0.11579303443431854,0.2232
MAS,0.007491628366613186,12666345472,15.207546,0.27194610238075256,0.835777223110199,1.9953328371047974,-0.9304970502853394,-0.15930409729480743,0.257
PEAK,0.008154419933081665,9241688064,38.348835,0.2278514951467514,0.7179250121116638,1.698838472366333,-0.7926406264305115,-0.13068382441997528,0.236
DIS,0.007827384849805066,154616414208,68.145164,0.2599935233592987,0.7400022745132446,1.5919662714004517,-0.7970795631408691,-0.18540219962596893,0.239
NDAQ,0.004211049255480651,29852170240,22.995556,0.2175000011920929,0.8105592727661133,1.7621233463287354,-0.8022648096084595,-0.15644554793834686,0.2114
CBRE,0.00543657841056923,22775910400,39.324467,0.23892568051815033,0.970859944820404,2.157078504562378,-1.042441964149475,-0.17208264768123627,0.248
LOW,0.0044796790313240305,112352747520,18.80966,0.27198082208633423,0.894348680973053,2.0474793910980225,-0.9721231460571289,-0.1866321861743927,0.2029
AME,0.0040977862435179965,34135171072,26.223404,0.24075055122375488,0.8121911287307739,1.8574979305267334,-0.9212464690208435,-0.12355999648571014,0.1492
RTX,0.0070101486721435725,119633281024,38.34101,0.26219549775123596,0.8230510950088501,1.7936238050460815,-0.8373323678970337,-0.174750417470932,0.3136
ZBRA,0.00903307268748199,10602676224,22.861574,0.266783207654953,0.8069680333137512,1.86338472366333,-0.8517864942550659,-0.15595844388008118,0.4582
