Symbol,Volume,Market Cap,P/E Ratio,a,b,c,d,e,Volatility,Description
AEP,3278198,41922834432,18.284403,0.24705791473388672,0.793019711971283,1.872646450996399,-0.9035192728042603,-0.13041952252388,0.2036,"American Electric Power Company, Inc. (AEP), (railcar reporting mark: AEPX) is a major investor-owned electric utility in the United States, delivering electricity to more than five million customers in 11 states.[2]
"
NOC,826384,70960160768,15.479605,0.25367864966392517,0.85808926820755,1.9280271530151367,-0.9017314910888672,-0.13243333995342255,0.2638,"Northrop Grumman Corporation is an American multinational aerospace and defense technology company. With 95,000 employees[3] and an annual revenue in excess of $30 billion, it is one of the world's largest weapons manufacturers and military technology providers.[4][5][6] The firm ranks No. 101 on the 2022 Fortune 500 list of America's largest corporations.[7]
"
BF.B,1438217,28807313408,37.452827,0.34067073464393616,0.9763177037239075,2.101992607116699,-0.988720178604126,-0.14297224581241608,0.2309,"The Brown–Forman Corporation is an American-based company, one of the largest in the spirits and wine business. Based in Louisville, Kentucky, it manufactures several very well known brands throughout the globe, including Jack Daniel's, Old Forester, Woodford Reserve, GlenDronach, BenRiach, Glenglassaugh, Finlandia, Herradura, Korbel, and Chambord. Brown–Forman formerly owned Southern Comfort and Tuaca before selling them off in 2016.
"
KEY,14367001,10662874112,9.260162,0.259567528963089,0.778581976890564,1.783455729484558,-0.9125133752822876,-0.140268474817276,0.423,"KeyBank, the primary subsidiary of KeyCorp, is an American regional bank headquartered in Cleveland, Ohio, and is the only major bank based in Cleveland. KeyBank is one of the largest banks in the United States.[3]
"
MTCH,4361839,8186881536,16.632769,0.2958400547504425,0.9663814306259155,2.232076644897461,-1.0572559833526611,-0.17012308537960052,0.33,"Match Group is an American internet and technology company headquartered in Dallas, Texas.[1] It owns and operates the largest global portfolio of popular online dating services including Tinder, Match.com, Meetic, OkCupid, Hinge, Plenty of Fish, OurTime, and other dating global brands.[2] The company was owned by IAC until July 2020 when Match Group was spun off as a separate, public company. As of 2019[update], the company had 9.3 million subscribers, of which 4.6 million were in North America.[3] Japan is the company's second largest market, after the United States.[4]
"
MAS,1644154,12367759360,15.010899,0.27194610238075256,0.835777223110199,1.9953328371047974,-0.9304970502853394,-0.15930409729480743,0.257,"Masco Corporation is an American manufacturer of products for the home improvement and new home construction markets. Comprising more than 20 companies, the Masco conglomerate operates nearly 60 manufacturing facilities in the United States and over 20 in other parts of the world. Since 1969 it trades on the NYSE.[3] Under the leadership of Richard Manoogian, the company grew exponentially and subsequently joined the Fortune 500 list of largest U.S. corporations.[3]
"
NDSN,213670,12630991872,25.493671,0.2999797761440277,0.8739526867866516,1.997053861618042,-0.9387850165367126,-0.15524034202098846,0.1704,"Nordson Corporation is an American multinational corporation that designs and manufactures dispensing equipment for consumer and industrial adhesives, sealants and coatings. The company also manufactures equipment used in the testing and inspection of electronic components, technology-based systems 
for curing and surface treatment processes as well as medical devices and component technologies. The company is headquartered in Westlake, Ohio,[2] and has direct operations and sales-support offices in approximately 30 countries.
"
EG,302820,16723094528,7.1240296,0.2224469780921936,0.7212390899658203,1.6496117115020752,-0.7898410558700562,-0.08886358886957169,0.2149,"Everest Group, Ltd. is a Bermuda-based provider of reinsurance and insurance, operating for close to 50 years through subsidiaries in the U.S., Europe, Singapore, Canada, Bermuda and other territories.
"
SBAC,821281,24612696064,48.836555,0.23892955482006073,0.7661517262458801,1.8228315114974976,-0.8560910224914551,-0.10594690591096878,0.3215,"SBA Communications Corporation is a real estate investment trust which owns and operates wireless infrastructure in the United States, Canada, Central America, South America, and South Africa.[1]
"
WY,3376560,22695731200,35.735634,0.2571291923522949,0.9130516052246094,2.1244215965270996,-0.966054379940033,-0.18027779459953308,0.1611,"The Weyerhaeuser Company (/ˈwɛərhaʊzər/) is an American timberland company which owns nearly 12,400,000 acres (19,400 sq mi; 50,000 km2) of timberlands in the U.S., and manages an additional 14,000,000 acres (22,000 sq mi; 57,000 km2) of timberlands under long-term licenses in Canada.[5] The company has manufactured wood products for over a century.[6] It operates as a real estate investment trust (REIT).[5]
"
AMCR,7346959,13167047680,14.015385,0.26967498660087585,0.7107284069061279,1.667579174041748,-0.7723806500434875,-0.15622170269489288,0.2119,"Amcor plc is a global packaging company. It develops and produces flexible packaging,[2] rigid containers, specialty cartons,[3] closures and services for food, beverage, pharmaceutical, medical-device, home and personal-care,[4] and other products.[5]
"
CMI,750439,32017358848,11.501019,0.29709532856941223,0.8414095044136047,1.8563488721847534,-0.8496379256248474,-0.16339288651943207,0.2208,"Cummins Inc. is an American multinational corporation that designs, manufactures, and distributes engines, filtration and power generation products.[2] Cummins also services engines and related equipment, including fuel systems, controls, air handling, filtration, emission control, electrical power generation systems, and trucks.
"
T,37695781,113542316032,N/A,0.23943065106868744,0.7796456217765808,1.8001054525375366,-0.8436723351478577,-0.13354939222335815,0.311,"AT&T Inc. (with ""AT&T"" being an abbreviation for its former name, the American Telephone and Telegraph Company) is an American multinational telecommunications holding company headquartered at Whitacre Tower in Downtown Dallas, Texas.[5] It is the world's third-largest telecommunications company by revenue and the largest wireless carrier in the United States.[6] As of 2023[update], AT&T was ranked 13th on the Fortune 500 rankings of the largest United States corporations, with revenues of $120.7 billion.[7]
"
TAP,1532475,12749004800,50.45299,0.2563076913356781,0.8032394647598267,1.847722053527832,-0.8857197165489197,-0.14207075536251068,0.2308,"Molson Coors is a Canadian-American multinational drink and brewing company headquartered in Chicago, IL with main offices in Golden, Colorado, and Montreal, Quebec.[2]
"
MRO,10435639,16632163328,8.501548,0.2422962486743927,0.6932723522186279,1.7614221572875977,-0.7746176719665527,-0.17445552349090576,0.3158,"Marathon Oil Corporation is an American company engaged in hydrocarbon exploration incorporated in Ohio and headquartered in the Marathon Oil Tower in Houston, Texas.[1] A direct descendant of Standard Oil, it also runs international gas operations focused on Equatorial Guinea, offshore Central Africa.
"
TER,1491528,13507026944,28.66013,0.22704870998859406,0.7888582348823547,1.7106444835662842,-0.8087707757949829,-0.10110477358102798,0.2964,"Teradyne, Inc. is an American automatic test equipment (ATE) designer and manufacturer based in North Reading, Massachusetts. Teradyne's high-profile customers include Samsung, Qualcomm, Intel, Analog Devices, Texas Instruments and IBM.[2]
"
BG,1131967,15409245184,8.208978,0.313393771648407,1.0132633447647095,2.3259623050689697,-1.1004297733306885,-0.23853424191474915,0.2226,"Bunge Limited (BUN-ghee)[1] is an American agribusiness and food company, incorporated in Bermuda,[2] and headquartered in St. Louis, Missouri, United States. 
"
ITW,1060867,70139535360,22.610086,0.2883547246456146,0.8546521663665771,1.9124082326889038,-0.8838707208633423,-0.1683087944984436,0.1832,"Illinois Tool Works Inc. or ITW is an American Fortune 200[3] company that produces engineered fasteners and components, equipment and consumable systems, and specialty products.  It was founded in 1912 by Byron L. Smith and has built its growth on a ""small-wins strategy"" based on decentralization, simplicity, customer-focused innovation, and acquisitions.[4]
"
TEL,1538473,39234981888,20.890366,0.28778278827667236,0.8436018824577332,1.9220596551895142,-0.8640365600585938,-0.1973002851009369,0.181,"TE Connectivity[3] is an American Swiss-domiciled technology company that designs and manufactures connectors and sensors for several industries, such as automotive, industrial equipment, data communication systems, aerospace, defense, medical, oil and gas, consumer electronics and energy.
"
NVDA,50154950,1111623467008,108.97094,0.20024360716342926,0.6521804332733154,1.4552665948867798,-0.7044587135314941,-0.13150742650032043,0.3915,"Nvidia Corporation[note 1][note 2] (/ɛnˈvɪdiə/ en-VID-ee-ə) is an American multinational technology company incorporated in Delaware and based in Santa Clara, California.[2] It is a software and fabless company which designs graphics processing units (GPUs), application programming interface (APIs) for data science and high-performance computing as well as system on a chip units (SoCs) for the mobile computing and automotive market. Nvidia is a dominant supplier of artificial intelligence hardware and software.[3][4] Its professional line of GPUs are used in workstations for applications in such fields as architecture, engineering and construction, media and entertainment, automotive, scientific research, and manufacturing design.[5]
"
UPS,3554995,121706151936,14.459514,0.2678026258945465,0.7658745050430298,1.6954594850540161,-0.8115538358688354,-0.12801311910152435,0.21,"United Parcel Service (UPS, stylized as ups) is an American multinational shipping & receiving and supply chain management company founded in 1907.[1] Originally known as the American Messenger Company specializing in telegraphs, UPS has grown to become a Fortune 500 company[6] and one of the world's largest shipping couriers. UPS today is primarily known for its ground shipping services as well as the UPS Store, a retail chain which assists UPS shipments and provides tools for small businesses. UPS offers air shipping on an overnight or two-day basis and delivers to post office boxes through UPS Mail Innovations and UPS SurePost, two services that pass on packages to the United States Postal Service for last-mile delivery.[7][8]
"
FDS,243634,16858916864,36.890274,0.26161643862724304,0.8352198004722595,1.8561711311340332,-0.9001439213752747,-0.14130890369415283,0.1749,"FactSet Research Systems Inc., trading as FactSet, is an American financial data and software company headquartered in Norwalk, Connecticut, United States. The company provides integrated data and software.[2] For fiscal year 2023, FactSet's total ASV and professional services revenues were $2.09 billion.[1] FactSet's total market value is approximately $15 billion.[3]
"
A,1973607,31897835520,28.539267,0.2416401356458664,0.6873934268951416,1.5758826732635498,-0.7301696538925171,-0.1407160460948944,0.236,"Agilent Technologies, Inc. is a global company headquartered in Santa Clara, California, that provides instruments, software, services, and consumables for laboratories. Agilent was established in 1999 as a spin-off from Hewlett-Packard. The resulting IPO of Agilent stock was the largest in the history of Silicon Valley at the time.[2][3] From 1999 to 2014, the company produced optics (LED, laser), semiconductors, EDA software and test and measurement equipment for electronics; that division was spun off to form Keysight.[4] Since then, the company has continued to expand into pharmaceutical, diagnostics & clinical, and academia & government (research) markets.[5]
"
HUM,994343,58725179392,19.735622,0.340955913066864,1.0843428373336792,2.4261474609375,-1.1313084363937378,-0.15960454940795898,0.2087,"Humana Inc. is a for-profit American health insurance company based in Louisville, Kentucky. In 2023, the company ranked 42 on the Fortune 500 list,[2] which made it the highest ranked (by revenues) company based in Kentucky. It is the fourth largest health insurance provider in the U.S.[3]
"
ARE,1077123,17780658176,74.14493,0.22147932648658752,0.7144817113876343,1.6763888597488403,-0.791546642780304,-0.1110040694475174,0.2813,"Alexandria Real Estate Equities, Inc. is a real estate investment trust based in Pasadena, California that invests in office buildings and laboratories leased to tenants in the life science and technology industries.[1]
"
CAH,2179110,24687134720,100.21,0.292190283536911,0.9056912064552307,2.1392433643341064,-0.9891871213912964,-0.17222678661346436,0.1745,"Cardinal Health, Inc. is an American multinational health care services company, and the 14th highest revenue generating company in the United States. Headquartered in Dublin, Ohio, the company specializes in the distribution of pharmaceuticals and medical products, serving more than 100,000 locations.[4] The company also manufactures medical and surgical products, including gloves, surgical apparel, and fluid management products. In addition, it operates one of the largest networks of radiopharmacies in the U.S.[5] Cardinal Health provides medical products to over 75 percent of hospitals in the United States.[6]
"
MA,2357176,362028400640,33.628048,0.20442362129688263,0.561618983745575,1.3410667181015015,-0.6313545107841492,-0.08929283916950226,0.172,"Mastercard Inc. (stylized as MasterCard from 1979 to 2016, mastercard from 2016 to 2019) is the second-largest payment-processing corporation worldwide. It offers a range of payment transaction processing and other related-payment services (such as travel-related payments and bookings). Its headquarters are in Purchase, New York.[3] Throughout the world, its principal business is to process payments between the banks of merchants and the card-issuing banks or credit unions of the purchasers who use the Mastercard-brand debit, credit and prepaid cards to make purchases. Mastercard has been publicly traded since 2006.
"
MMM,3586087,51840475136,N/A,0.2456636130809784,0.7845467329025269,1.871211051940918,-0.8494338989257812,-0.13991157710552216,0.2774,"3M Company (originally the Minnesota Mining and Manufacturing Company) is an American multinational conglomerate operating in the fields of industry, worker safety, healthcare, and consumer goods.[5] The company produces over 60,000 products under several brands,[6] including adhesives, abrasives, laminates, passive fire protection, personal protective equipment, window films, paint protection films, dental and orthodontic products, electrical and electronic connecting and insulating materials, medical products, car-care products,[7] electronic circuits, healthcare software, and optical films.[8] It is based in Maplewood, a suburb of Saint Paul, Minnesota.[9]
"
EA,2055534,35107483648,35.699722,0.2586291432380676,0.7147824168205261,1.674965739250183,-0.784325361251831,-0.13884995877742767,0.2187,"Electronic Arts Inc. (EA) is an American video game company headquartered in Redwood City, California. Founded in May 1982 by Apple employee Trip Hawkins, the company was a pioneer of the early home computer game industry and promoted the designers and programmers responsible for its games as ""software artists"". EA published numerous games and some productivity software for personal computers, all of which were developed by external individuals or groups until 1987's Skate or Die!. The company shifted toward internal game studios, often through acquisitions, such as Distinctive Software becoming EA Canada in 1991.
"
IPG,3860876,11398199296,12.451882,0.23982647061347961,0.7451151609420776,1.5617700815200806,-0.7291162610054016,-0.10514770448207855,0.3571,"The Interpublic Group of Companies, Inc. (IPG) is an American publicly traded advertising company. The company consists of five major networks: FCB, IPG Mediabrands, McCann Worldgroup, MullenLowe Group, and Marketing Specialists, as well as several independent specialty agencies in the areas of public relations, sports marketing, talent representation, and healthcare.[3] It is one of the ""Big Four"" agency companies, alongside WPP, Publicis and Omnicom.[4] Phillippe Krakowsky became the company's CEO on January 1, 2021.[1]
"
BKNG,262792,102035079168,25.048191,0.2749781310558319,0.7824230790138245,1.779517650604248,-0.8156907558441162,-0.13689611852169037,0.2832,"Booking Holdings Inc. is an American travel technology company incorporated under Delaware General Corporation Law and based in Norwalk, Connecticut, that owns and operates several travel fare aggregators and travel fare metasearch engines including namesake and flagship Booking.com, Priceline.com, Agoda.com, Kayak.com,
Cheapflights, Rentalcars.com, Momondo, and OpenTable. It operates websites in about 40 languages and 200 countries.
"
FI,2407298,71746232320,25.060797,0.31202617287635803,0.9314847588539124,2.030512809753418,-0.9621466994285583,-0.12193194031715393,0.1771,"Fiserv, Inc. (/faɪˈsərv/) is an American multinational company headquartered in Brookfield, Wisconsin, that provides financial technology services to clients across the financial services sector, including banks, thrifts, credit unions, securities broker dealers, mortgage, insurance, leasing and finance companies, and retailers.[3][4]
"
NXPI,1941839,46803955712,17.17597,0.19454754889011383,0.7854169607162476,1.7896575927734375,-0.8204730153083801,-0.08043979108333588,0.3033,"NXP Semiconductors N.V. (NXP) is a Dutch semiconductor designer and manufacturer with headquarters in Eindhoven, Netherlands.[2] The company employs approximately 31,000 people in more than 30 countries. NXP reported revenue of $11.06 billion in 2021.[3]
"
EMR,2670007,52560859136,16.51167,0.3270161747932434,1.0338010787963867,2.2670035362243652,-1.0810374021530151,-0.19647017121315002,0.1726,"Emerson Electric Co. is an American multinational corporation headquartered in Ferguson, Missouri.[2][3][4] The Fortune 500 company manufactures products and provides engineering services for industrial, commercial, and consumer markets.[5][6][7]
Emerson has approximately 86,700 employees and 170 manufacturing locations.[8]
"
COST,1647135,248333434880,39.555714,0.23321883380413055,0.760841965675354,1.7264679670333862,-0.8467708230018616,-0.14576299488544464,0.1485,"Costco Wholesale Corporation (commonly shortened to Costco) is an American multinational corporation which operates a chain of membership-only big-box retail stores (warehouse club).[3] As of 2023, Costco is the third largest retailer in the world[4] and is the world's largest retailer of choice and prime beef, organic foods, rotisserie chicken, and wine as of 2016[update].[5] Costco is ranked #11 on the Fortune 500 rankings of the largest United States corporations by total revenue.[6]
"
LW,2121654,13636182016,13.53813,0.30482804775238037,0.9622641205787659,2.203477621078491,-0.9813358187675476,-0.20567215979099274,0.3227,"Lamb Weston Holdings, Inc., is an American food processing company that is one of the world's largest producers and processors of frozen french fries, waffle fries, and other frozen potato products.[2][3][4]  It is headquartered in Eagle, Idaho, a suburb of Boise.[5]
"
PARA,11757260,9123924992,N/A,0.2609504163265228,0.784184455871582,1.758988380432129,-0.8247098922729492,-0.10111384093761444,0.4192,"Paramount Global[a] (doing business as Paramount)[5] is an American multinational mass media and entertainment conglomerate controlled by National Amusements and headquartered at One Astor Plaza in Midtown Manhattan in New York City. The company was formed on December 4, 2019, as ViacomCBS Inc. through the merger of the second incarnations of CBS Corporation and Viacom[6] (which were split from the original Viacom on December 31, 2005). The company changed its name to Paramount Global on February 16, 2022, the day after its Q4 earnings presentation.[7]
"
APA,3810929,12278308864,8.188524,0.344939261674881,1.0266021490097046,2.339360475540161,-1.0531100034713745,-0.2361735999584198,0.3488,"APA Corporation is the holding company for Apache Corporation, an American company engaged in hydrocarbon exploration.[2] It is organized in Delaware and headquartered in Houston. The company is ranked 431st on the Fortune 500.[3]
"
XOM,17822318,427123507200,10.703078,0.1991056352853775,0.7246129512786865,1.6969175338745117,-0.7857344150543213,-0.11370643973350525,0.2478,"ExxonMobil Corporation[a] (commonly shortened to Exxon[4][5][6]) is an American multinational oil and gas corporation and  the largest direct descendant of John D. Rockefeller's Standard Oil. The company, which took its present name in 1999 per the merger of Exxon and Mobil, is vertically integrated across the entire oil and gas industry, and within it is also a chemicals division which produces plastic, synthetic rubber, and other chemical products. ExxonMobil is headquartered near the Houston suburb of Spring, Texas, though officially incorporated in the U.S. state of New Jersey.[7][8]: 1 
"
RJF,841545,21147340800,12.705145,0.2630058825016022,0.7723080515861511,1.7628130912780762,-0.8649487495422363,-0.10680533200502396,0.2382,"Raymond James Financial, Inc. is an American multinational independent investment bank and financial services company providing financial services to individuals, corporations, and municipalities through its subsidiary companies that engage primarily in investment and financial planning, in addition to investment banking and asset management. Headquartered in St. Petersburg, Florida, Raymond James is one of the largest banking institutions in the United States.[2]
"
CHD,1345903,21356881920,47.955803,0.2946925461292267,0.9126380681991577,2.160095691680908,-1.0104389190673828,-0.14320844411849976,0.1702,"Church & Dwight is an American consumer goods company focusing on personal care, household products, and specialty products. The company was founded in 1847 and is headquartered in Ewing, New Jersey. It is the parent company of well-known brands such as Arm & Hammer, Trojan, OxiClean, and First Response. In 2022, Church & Dwight reported annual revenue of $5.4 billion. The company's products and services include a wide range of consumer goods, including laundry detergent, air fresheners, baking soda, condoms, pregnancy tests, and oral hygiene products.
"
FE,3643717,21127866368,38.757896,0.19781288504600525,0.7311030626296997,1.7074819803237915,-0.8379675149917603,-0.1218482255935669,0.1979,"FirstEnergy Corp is an electric utility headquartered in Akron, Ohio. It was established when Ohio Edison merged with Centerior Energy in 1997. Its subsidiaries and affiliates are involved in the distribution, transmission, and generation of electricity, as well as energy management and other energy-related services. Its ten electric utility operating companies comprise one of the United States' largest investor-owned utilities, based on serving 6 million customers within a 65,000-square-mile (170,000 km2) area of Ohio, Pennsylvania, West Virginia, Virginia, Maryland, New Jersey, and New York.[3] Its generation subsidiaries control more than 16,000 megawatts of capacity, and its distribution lines span over 194,000 miles. In 2018, FirstEnergy ranked 219 on the Fortune 500 list of the largest public corporations in the United States by revenue.[4]
"
CTLT,2318167,6358193664,N/A,0.28931134939193726,0.7821169495582581,1.8318101167678833,-0.8893975615501404,-0.10488928109407425,0.3202,"Catalent, Inc. (Catalent Pharma Solutions) is a multinational corporation headquartered in Somerset, New Jersey. It is a global provider of delivery technologies, development, drug manufacturing, biologics, gene therapies and consumer health products. It employs more than 14,000 people,[3] including approximately 2,400 scientists and technicians. In fiscal year 2020, it generated over $3 billion in annual revenue.[1]
"
VLO,3763310,43043471360,4.3106036,0.2331421822309494,0.8165884017944336,1.8576468229293823,-0.8737359642982483,-0.1502937525510788,0.2884,"Valero Energy Corporation is an American-based downstream petroleum company mostly involved in manufacturing and marketing transportation fuels, other petrochemical products, and power. It is headquartered in San Antonio, Texas, United States.[2] Throughout the United States and Canada, the company owns and operates 15 refineries, and one in Wales, with a combined throughput capacity of approximately 3 million barrels (480,000 m3) per day, 11 ethanol plants with a combined production capacity of 1.2 billion US gallons (4,500,000 m3) per year, and a 50-megawatt wind farm. A Fortune 500 company, before the 2013 spinoff of CST Brands, Valero was one of the United States' largest retail operators with approximately 6,800 retail and branded wholesale outlets in the United States, Canada, United Kingdom, Mexico and Peru under the Valero, Diamond Shamrock, Shamrock, Beacon, and Texaco brands.[3]
"
FOXA,3700515,14760056832,15.521952,0.22230678796768188,0.6966846585273743,1.5915915966033936,-0.7341654300689697,-0.1290096938610077,0.2362,"Fox Corporation (stylized in all-caps as FOX Corporation[6]) is an American multinational mass media company headquartered at 1211 Avenue of the Americas in New York City. Incorporated in Delaware, it was formed on March 19, 2019, as a result of the acquisition of 21st Century Fox by The Walt Disney Company, which was closed on March 20.[7][8][9][10] The company is controlled by the Murdoch family via a family trust with 39.6% ownership share, and by Rupert Murdoch himself to the effect of almost 40%.[11][12]
"
RTX,9821093,118943088640,38.119816,0.26219549775123596,0.8230510950088501,1.7936238050460815,-0.8373323678970337,-0.174750417470932,0.3136,"
RTX Corporation (formerly Raytheon Technologies Corporation)[3][4] is an American multinational aerospace and defense conglomerate headquartered in Arlington, Virginia. It is one of the largest aerospace and defense manufacturers in the world by revenue and market capitalization, as well as one of the largest providers of intelligence services.[note 1][7] RTX manufactures aircraft engines, avionics, aerostructures, cybersecurity solutions, guided missiles, air defense systems, satellites, and drones. The company is also a large military contractor, getting a significant portion of its revenue from the U.S. government.[8][9]
"
WMT,5518229,443192279040,31.665386,0.28888654708862305,0.8897510170936584,1.9366722106933594,-0.9451308250427246,-0.16777768731117249,0.1262,"Walmart Inc. ( /ˈwɔːlmɑːrt/ ⓘ; formerly Wal-Mart Stores, Inc.) is an American multinational retail corporation that operates a chain of hypermarkets (also called supercenters), discount department stores, and grocery stores in the United States, headquartered in Bentonville, Arkansas.[10] The company was founded by brothers Sam and James ""Bud"" Walton in nearby Rogers, Arkansas in 1962 and incorporated under Delaware General Corporation Law on October 31, 1969. It also owns and operates Sam's Club retail warehouses.[11][12]
"
MKC,1988264,17425389568,27.066666,0.08401967585086823,0.3873741626739502,0.825208306312561,-0.3556792736053467,-0.1152300238609314,0.2563,"Brendan Foley, President & CEO
"
