Symbol,0,1,2,3,4
ZBRA,1.01E-07,0.960390421,0,0.039609478,0
IRM,0.996927259,0.000906763,0,0.002165979,0
ETN,0.948043207,0.000528519,0,0.051428274,0
CMCSA,0.002819136,0.006480901,0,0.990699963,0
LIN,0.982495085,0.000975522,0,0.016529393,0
SO,0.994855445,0.000336943,0,0.004807612,0
MGM,8.54E-11,0.954208793,0,0.045791207,0
LYV,0.953913088,0.015533728,0,0.030553184,0
MDLZ,0.88161776,0.000901038,0,0.117481202,0
RJF,4.16E-05,0.008716073,0,0.991242322,6.78E-94
AAL,0,1,0,6.92E-166,0
TJX,0.901011773,0.001462354,0,0.097525873,0
VRTX,0.993650493,0.000419367,0,0.00593014,0
KHC,0.988239836,0.004279374,0,0.00748079,0
CAH,5.76E-05,0.027328062,0,0.972614368,0
CSGP,0.960236463,0.026711193,0,0.013052344,0
IR,0.92237005,0.001017472,0,0.076612478,0
PWR,0.986511378,0.003732499,0,0.009756123,0
AMT,0.892538486,0.024162676,0,0.083298838,0
RMD,1.75E-11,0.957958871,0,0.042041129,1.45E-262
RHI,0.799614317,0.009032224,0,0.191353459,0
IVZ,3.78E-05,0.244953802,0,0.755008389,0
ADP,0.964689221,0.026453626,0,0.008857153,0
BRO,0.996960798,0.000808112,0,0.00223109,5.55E-148
GD,0.930084641,0.009056558,0,0.060858801,0
INTC,3.51E-07,0.038505397,0,0.961494252,0
WST,3.48E-33,5.23E-35,0,3.53E-55,1
EOG,8.75E-07,0.979229059,0,0.020770066,0
HST,0.156827556,0.094142938,0,0.749029506,0
FCX,0.160777353,0.020629172,0,0.818593475,0
ORCL,0.003345882,0.006377128,0,0.99027699,0
ULTA,6.60E-20,0.999988123,0,1.19E-05,3.563e-320
CTLT,3.23E-09,0.15415013,0,0.845849866,0
CTAS,0.972376259,0.000680246,0,0.026943495,0
BRK.B,4.78E-05,0.000605213,0,0.999346969,0
BDX,1.14E-23,2.24E-27,1,3.39E-41,0
CI,0.262166645,0.002237382,0,0.735595973,0
ICE,0.956250476,0.000573233,0,0.04317629,0
ITW,0.90500044,0.00273947,0,0.09226009,0
NEM,5.25E-20,0.849322521,0,0.150677479,0
ROL,0.745581259,0.099136032,0,0.155282709,0
PFG,0.006188529,0.512924951,0,0.48088652,6.51E-294
NWSA,0.880468876,0.02565011,0,0.093881014,0
CPB,0.001870419,0.003665089,0,0.994464492,0
AJG,0.983863267,0.000268375,0,0.015868358,0
HAL,0.513023763,0.474471006,0,0.012505231,1.87E-277
IDXX,0.89114606,0.04594055,0,0.06291339,0
KIM,0.692527478,0.002018236,0,0.305454287,0
CDAY,0.118903273,0.865768948,0,0.015327778,0
WEC,0.921321697,0.000605042,0,0.078073261,0
AMCR,0.031114008,0.077488931,0,0.891397062,1.00E-159
ELV,0.264693166,0.00137562,0,0.733931215,0
DGX,0.985584583,0.006614544,0,0.007800873,0
FAST,0.989029796,0.002297542,0,0.008672661,0
BAX,0.137921636,0.773123571,0,0.088954792,0
GLW,0.936470442,0.000922151,0,0.062607407,0
GPC,0.003674443,0.017921318,0,0.978404239,6.67E-183
VICI,0.033296812,0.003373463,0,0.963329725,2.03E-26
MOS,1.41E-23,0.999999999,0,1.27E-09,0
CARR,0.442329668,0.012233542,0,0.545436789,0
PAYC,1.94E-11,0.983725378,0,0.016274622,0
ROP,0.968940574,0.014507286,0,0.01655214,0
KO,0.950403178,0.003590758,0,0.046006064,0
DUK,0.995394544,0.000505567,0,0.004099889,0
TXT,0.609081911,0.068591553,0,0.322326536,0
KEY,2.65E-20,0.999993449,0,6.55E-06,0
CNC,0.151095079,0.007064717,0,0.841840204,2.21E-63
C,1.83E-10,0.999915016,0,8.50E-05,0
BIO,0.054453223,0.098519826,0,0.84702695,0
BEN,0.001394655,0.012271399,0,0.986333946,4.06E-245
SEDG,1.13E-298,1.80E-13,0,9.33E-119,1
AVY,0.996405719,0.002269281,0,0.001325,0
RL,1.35E-34,1,0,2.31E-13,0
RSG,0.998482827,0.000170068,0,0.001347105,0
AOS,0.189352039,0.000810432,0,0.809837529,0
CHTR,0.00069901,0.075969726,0,0.923331264,8.41E-213
LH,0.000639763,0.010585645,0,0.988774592,0
BSX,0.585755132,0.000993917,0,0.413250951,0
BLK,0.921461668,0.000117013,0,0.078421319,0
VZ,1.15E-13,0.299044202,0,0.700955798,0
AMZN,2.99E-10,1.36E-05,0,0.999986433,0
CMA,1.24E-37,1,0,1.23E-11,0
DXCM,3.99E-15,0.996109987,0,0.003890013,0
EL,1.03E-07,0.320744548,0,0.679255349,0
UDR,0.942616659,0.002481663,0,0.054901678,0
MO,1.03E-06,0.020507472,0,0.979491501,4.19E-276
MPWR,1.22E-07,0.999558325,0,0.000441553,0
PSA,0.993761861,0.000718262,0,0.005519877,0
TFC,1.43E-13,0.285781873,0,0.714218127,0
HIG,0.00014115,0.061663771,0,0.938195079,1.79E-71
PCAR,0.007549889,0.952155493,0,0.040294617,3.91E-87
CPT,0.987306308,0.000626931,0,0.012066761,0
WHR,9.77E-08,0.552011384,0,0.447988518,0
HLT,0.928296976,0.00450823,0,0.067194794,0
MTB,2.14E-16,0.309900744,0,0.690099256,0
SPGI,0.999932331,3.49E-05,0,3.28E-05,0
BKNG,0.013567255,0.006715388,0,0.979717357,0
DTE,0.451252427,0.001611262,0,0.547136311,8.25E-220
MKC,2.41E-06,2.97E-08,0,5.86E-11,0.999997558
OXY,1.73E-05,0.975857339,0,0.024125318,4.43E-208
AVB,0.994015914,0.002005595,0,0.003978491,1.48E-284
EXPD,0.987962562,0.007834104,0,0.004203334,1.12E-277
O,0.001986682,0.007100105,0,0.990913212,0
CTVA,0.99144911,0.001574254,0,0.006976636,0
MA,0.99367471,4.74E-05,0,0.006277917,0
XOM,4.76E-05,0.002409298,0,0.997543068,0
ROST,0.951628053,0.007369381,0,0.041002567,0
MU,2.76E-13,0.162423831,0,0.837576169,0
NOC,0.16465482,0.007782878,0,0.827562302,2.39E-272
MCK,0.758006742,0.000116843,0,0.241876415,3.23E-287
CE,0.004729167,0.690156582,0,0.305114252,3.62E-199
NCLH,4.16E-116,1,0,8.08E-28,0
FDX,0.057091583,0.004011041,0,0.938897376,7.96E-206
FICO,0.883730239,0.012708879,0,0.103560882,0
ABT,0.933331303,0.000216462,0,0.066452234,0
MET,0.980243429,0.001980179,0,0.017776392,0
ALL,0.354712241,0.472593578,0,0.172694181,0
REGN,0.993361904,0.001823682,0,0.004814414,0
ADBE,0.0034432,0.000453816,0,0.996102984,0
FTV,1.87E-07,2.19E-10,0,2.18E-14,0.999999813
CZR,9.58E-10,0.999484365,0,0.000515634,3.00E-178
VFC,1.60E-45,1,0,1.35E-11,0
COF,1.44E-09,0.141886874,0,0.858113124,0
VMC,0.988802965,0.001703144,0,0.009493891,0
TTWO,0.906125576,0.082547329,0,0.011327095,0
GWW,0.864808916,0.00110619,0,0.134084894,3.35E-306
ADI,0.362208524,0.002222197,0,0.635569279,0
CCL,3.25E-73,1,0,4.19E-19,0
K,0.272436813,0.010653384,0,0.716909803,0
BIIB,0.325787221,0.039064704,0,0.635148075,4.18E-70
AVGO,0.000817452,0.000268066,0,0.998914482,0
HON,0.883102457,0.000858161,0,0.116039382,0
DE,0.001957311,0.001862142,0,0.996180547,5.58625790226e-312
PLD,0.897260311,0.001951996,0,0.100787693,0
EIX,0.958149743,0.002147071,0,0.039703186,0
WAT,0.070882045,0.013690791,0,0.915427164,0
MOH,0.52123132,0.004591424,0,0.474177256,0
KMI,0.999463243,0.000534509,0,2.25E-06,0
LRCX,0.000290823,0.030890759,0,0.968818418,0
MNST,0.991107944,0.003691396,0,0.00520066,0
PFE,1.52E-27,8.76E-28,1,8.93E-41,0
MCD,0.835330711,0.000285604,0,0.164383685,0
ACGL,0.000524966,0.017228671,0,0.982246363,1.31E-43
PAYX,0.948650721,0.000680389,0,0.050668891,0
STLD,9.48E-15,0.999790722,0,0.000209278,0
AMD,2.01E-219,1,0,1.26E-61,0
PXD,7.30E-08,0.973272964,0,0.026726963,1.22E-208
LKQ,0.002198899,0.002059411,0,0.99574169,5.99E-288
EPAM,0.744854062,0.100910572,0,0.154235366,0
WFC,1.08E-06,0.00085522,0,0.999143701,0
MCHP,0.00027905,0.00220015,0,0.9975208,1.40E-155
QCOM,0.00181555,0.002682113,0,0.995502337,0
LYB,0.97799568,0.021567783,0,0.000436538,1.24E-200
NI,0.000126029,0.968397593,0,0.031476378,0
LDOS,0.98668042,0.003116731,0,0.010202849,0
JBHT,0.247082705,0.003473314,0,0.749443982,2.10E-274
XYL,0.993164751,0.000637325,0,0.006197925,0
ZBH,0.883787258,0.108443093,0,0.007769649,0
ON,1.60E-24,0.999976849,0,2.32E-05,3.89E-46
LNT,0.968912666,0.004364658,0,0.026722676,2.03E-278
AWK,0.918089051,0.000457771,0,0.081453178,0
NOW,0.188737473,0.007298962,0,0.803963565,0
WBA,5.04E-15,0.965081686,0,0.034918314,0
KLAC,0.012817616,0.012418913,0,0.974763471,0
DOV,0.874774702,0.003245767,0,0.121979531,0
ADM,0.001208427,0.068586432,0,0.93020514,4.47E-47
TSCO,0.003261567,0.993363495,0,0.003374938,0
CL,0.904694471,0.001322773,0,0.093982756,0
MAR,0.990900323,0.008881631,0,0.000218046,0
TPR,2.39E-28,1,0,1.50E-14,0
EVRG,0.801791914,0.020203843,0,0.178004242,3.44E-183
ZION,1.97E-46,1,0,2.25E-19,0
AES,3.08E-09,0.276486477,0,0.72351352,0
TEL,0.980118548,0.005930291,0,0.013951161,0
VRSN,0.954308715,0.00214354,0,0.043547745,0
ALGN,3.47E-23,0.999999949,0,5.14E-08,0
HOLX,0.851497554,0.006293743,0,0.142208704,0
PPG,0.927231734,0.002967387,0,0.069800879,0
KDP,0.98380911,0.000655199,0,0.015535691,2.16E-145
CRL,0.219599741,0.280782719,0,0.49961754,9.32E-291
A,0.84358262,0.00466328,0,0.1517541,3.45E-304
ABNB,1.29E-18,1,0,2.46E-10,0
WMB,0.840838083,0.002233663,0,0.156928254,9.86E-190
PEP,0.900676276,0.000194137,0,0.099129587,0
EQT,8.27E-20,0.999999995,0,5.41E-09,0
IQV,0.84292056,0.001869659,0,0.15520978,0
CTSH,0.94998877,0.004232501,0,0.045778729,4.28E-223
CNP,0.986893339,0.003295992,0,0.009810669,0
GM,6.41E-43,1,0,1.50E-12,0
TDG,0.98692514,0.0015321,0,0.01154276,0
DVN,5.47E-20,0.999999696,0,3.04E-07,0
OTIS,0.983262887,0.000840675,0,0.015896437,0
FLT,0.988043499,0.002223879,0,0.009732622,3.58E-293
INVH,0.99091472,0.002215905,0,0.006869375,0
MSFT,0.000133631,5.36E-06,0,0.99986101,0
UAL,1.92E-58,1,0,4.46E-35,0
GOOGL,3.25E-08,3.15E-05,0,0.999968456,0
ED,0.456797919,0.004525842,0,0.538676239,6.85E-122
FITB,2.96E-13,0.979646496,0,0.020353504,0
HAS,1.68E-09,0.072621931,0,0.927378068,0
L,1.60E-07,0.003976289,0,0.996023551,5.02E-238
TFX,0.938202277,0.001012993,0,0.060784731,0
ENPH,3.99E-114,1,0,2.02E-37,0
DHI,9.31E-07,0.999505048,0,0.00049402,3.11E-75
STE,0.994015842,0.002459333,0,0.003524825,0
AIG,0.004817091,0.011965694,0,0.983217215,8.22E-153
TSLA,1.72E-262,1,0,9.83E-69,0
TRV,0.810335263,0.001926115,0,0.187738621,2.27E-242
SYK,0.922063114,6.47E-05,0,0.077872156,0
TMUS,0.790853331,0.000715464,0,0.208431205,0
HD,0.492341341,0.00043056,0,0.507228098,0
CHRW,0.984499381,0.002246765,0,0.013253855,0
HUM,0.969055235,0.022351977,0,0.008592788,0
MAA,0.993775379,0.000288902,0,0.005935718,0
URI,5.72E-06,0.042240387,0,0.957753894,3.81E-69
CBOE,0.975726334,0.005840714,0,0.018432953,0
MPC,7.16E-18,0.999999634,0,3.66E-07,0
NXPI,0.057295383,0.029223941,0,0.913480677,5.01E-199
AFL,0.018724836,0.026435894,0,0.95483927,1.60E-131
PM,0.89326036,0.006900353,0,0.099839287,0
LHX,0.631446165,0.004668169,0,0.363885666,0
ALK,1.08E-11,0.999984664,0,1.53E-05,0
HCA,0.000675664,0.001001074,0,0.998323261,8.19E-130
HSY,0.00303838,0.017889696,0,0.979071923,0
STX,5.69E-11,0.806262391,0,0.193737609,0
CVX,0.000281261,0.002291099,0,0.997427639,0
LW,1.47E-09,0.999995217,0,4.78E-06,0
DFS,3.77E-24,0.999465673,0,0.000534327,0
OMC,0.001294045,0.110847641,0,0.887858313,9.43E-213
HPQ,0.044939056,0.125714945,0,0.829345999,3.41E-35
HUBB,3.65E-05,0.983365761,0,0.016597768,0
ATO,0.644506436,0.001407152,0,0.354086412,0
ANSS,0.979999263,0.004887704,0,0.015113033,0
CCI,0.057251019,0.001897308,0,0.940851674,0
FDS,0.931105587,0.002017652,0,0.066876761,0
POOL,0.971900219,0.027530958,0,0.000568824,0
DD,0.987813503,0.00276406,0,0.009422438,0
ANET,3.03E-10,0.996845898,0,0.003154101,0
RVTY,0.002927896,0.991103195,0,0.005968909,0
CAT,0.601621742,0.179767644,0,0.218610614,0
VLO,1.35E-38,1,0,8.27E-12,0
TXN,4.72E-27,1.61E-27,1,1.33E-40,0
F,6.81E-19,0.999999999,0,1.50E-09,0
DLTR,0.000196923,0.976935824,0,0.022867252,1.34E-218
GS,0.326524906,0.001951452,0,0.671523642,0
PCG,0.395535895,0.000453336,0,0.604010769,3.54E-197
DRI,4.22E-24,1.58E-24,0,1.33E-33,1
JPM,4.27E-07,0.000214696,0,0.999784877,0
GILD,0.856021589,0.002274308,0,0.141704103,0
AEP,0.419167652,0.000572682,0,0.580259666,1.24E-278
NTRS,1.01E-06,0.103697062,0,0.896301926,1.50E-292
WAB,0.882631825,0.047551359,0,0.069816816,0
PG,0.992012553,1.48E-05,0,0.007972663,0
GL,0.521054728,0.312686666,0,0.166258606,0
DVA,2.18E-08,0.80629858,0,0.193701398,0
BKR,0.86425229,0.001465826,0,0.134281884,0
CME,0.961734375,0.000170922,0,0.038094703,0
FI,0.992706573,5.34E-05,0,0.007240055,0
CMI,0.010768239,0.155393093,0,0.833838669,6.37E-32
APH,0.983739794,0.0019141,0,0.014346106,0
AEE,0.000256753,8.39E-07,0,8.75E-07,0.999741533
ISRG,0.367052229,0.10072793,0,0.532219841,0
LLY,0.007262099,0.982325725,0,0.010412175,0
FRT,0.999821854,7.87E-05,0,9.95E-05,0
IFF,3.30E-06,0.999982677,0,1.40E-05,0
REG,0.967548737,0.000561371,0,0.031889892,0
IEX,0.771553766,0.003243051,0,0.225203183,0
MHK,8.75E-05,0.009541043,0,0.990371439,0
SEE,1.30E-08,0.977736931,0,0.022263056,0
MKTX,1.67E-06,0.082307762,0,0.917690567,0
GOOG,1.85E-07,3.26E-05,0,0.999967183,0
HSIC,0.965414111,0.00197445,0,0.032611439,0
EG,4.23E-11,0.096107101,0,0.903892899,0
EA,0.380718716,0.006114338,0,0.613166946,0
SBUX,0.87234265,0.003519619,0,0.12413773,0
NUE,2.22E-12,0.012265283,0,0.987734717,0
KMX,2.71E-07,0.116563408,0,0.883436322,0
ECL,0.995692959,0.000351836,0,0.003955205,0
BA,3.05E-05,0.050569163,0,0.949400377,0
EFX,0.978312772,0.013323579,0,0.008363649,0
EXC,0.998298171,0.000405621,0,0.001296209,0
MRNA,1.18E-37,7.82E-26,1,9.46E-41,6.89E-147
BXP,0.000687837,0.366687046,0,0.632625117,0.00E+00
ORLY,0.794202421,0.005046393,0,0.200751186,0
CAG,0.328674177,0.200114069,0,0.471211755,4.36E-239
GEN,9.82E-10,0.997263405,0,0.002736594,0
HPE,0.999265894,0.000734103,0,3.07E-09,0
TER,0.094447546,0.09193186,0,0.813620594,0
IT,0.919601205,0.00034307,0,0.080055726,0
NWS,0.981627476,0.004915628,0,0.013456896,0
WTW,0.957910183,0.023375583,0,0.018714234,0
CSCO,0.285955075,0.000170195,0,0.71387473,0
SNPS,0.808666862,0.005679295,0,0.185653844,0
CINF,8.16E-07,0.975237466,0,0.024761718,8.28E-129
CSX,0.574336058,0.01086693,0,0.414797012,1.70E-285
BF.B,0.998461893,0.000630361,0,0.000907747,0
SWK,0.017196527,0.162390246,0,0.820413227,0
PTC,0.930337706,0.001395293,0,0.068267001,0
FOX,0.012503006,0.065686321,0,0.921810673,2.29E-153
AMP,0.2835101,0.002188489,0,0.714301411,0
STT,9.48E-09,0.028950782,0,0.971049208,9.47E-238
AXP,0.237608408,0.00275232,0,0.759639272,0
PANW,1.81E-11,0.339383754,0,0.660616246,0
BBWI,2.32E-11,0.999994814,0,5.19E-06,1.21E-290
CRM,0.270564207,0.000580282,0,0.728855511,0
CMG,0.00072422,0.006195291,0,0.993080489,0
YUM,0.94669339,0.000365276,0,0.052941333,7.73E-244
EMN,0.049433311,0.00943555,0,0.941131139,0
UNP,0.930821855,0.000632715,0,0.068545429,0
TRMB,0.445910493,0.08002866,0,0.474060847,0
KMB,0.986800199,0.000314241,0,0.01288556,0
CLX,7.03E-12,0.40055473,0,0.59944527,0
HES,0.013464894,0.065985756,0,0.920549351,0
FFIV,0.988501059,0.000973793,0,0.010525149,0
SWKS,0.295471878,0.704204474,0,0.000323648,0
BMY,0.749553445,0.022290239,0,0.228156316,0
PYPL,9.29E-15,0.993353563,0,0.006646437,7.86937684696e-313
JNPR,0.117930629,0.061248708,0,0.820820663,0
EQIX,0.958314583,0.029511901,0,0.012173516,0
FSLR,1.02E-34,1,0,2.82E-10,0
SHW,0.99276287,0.000569927,0,0.006667202,0
LMT,0.184804765,0.000185554,0,0.815009681,0
AMGN,0.979831189,0.000808213,0,0.019360598,0
SNA,0.011176234,0.042819759,0,0.946004007,2.13E-179
TGT,0.000292815,0.986751743,0,0.012955441,0
FMC,1.72E-13,0.999578728,0,0.000421272,0
BBY,6.96E-05,0.995956339,0,0.003974041,3.86E-162
CDW,0.840593589,0.00042382,0,0.158982591,0
V,0.025760215,3.85E-05,0,0.974201247,0
COP,0.006634743,0.009537437,0,0.98382782,0
LULU,7.12E-26,0.999998858,0,1.14E-06,0
TDY,0.945437899,0.010942313,0,0.043619788,0
WDC,3.12E-11,0.67501792,0,0.32498208,0
HWM,0.984156391,0.015343373,0,0.000500235,0
VTRS,1.92E-16,0.965663577,0,0.034336423,0
COO,0.7135578,0.001337875,0,0.285104325,0
SCHW,0.000923286,0.043027545,0,0.956049169,0
SLB,0.850089318,0.149788861,0,0.000121821,0
XEL,0.111005101,0.001539336,0,0.887455562,8.65E-290
DHR,0.603051323,0.000406279,0,0.396542397,0
UHS,0.851247756,0.127753769,0,0.020998475,0
WY,0.993608228,0.003291555,0,0.003100217,0
NKE,0.007633301,0.000737114,0,0.991629585,0
JCI,0.785337039,0.005879322,0,0.20878364,2.38E-45
OKE,0.08216617,0.170504706,0,0.747329124,1.83E-122
DG,2.79E-33,1,0,7.68E-12,1.05E-97
QRVO,2.57E-09,0.022340171,0,0.977659826,0
MSCI,0.997028171,0.000863267,0,0.002108563,0
CFG,1.96E-19,0.99983361,0,0.00016639,0
FE,0.94289367,0.000279147,0,0.056827183,0
ES,0.709016508,0.017900649,0,0.273082843,8.06E-168
GRMN,0.958154864,0.034568415,0,0.007276721,0
ADSK,3.03E-24,1.24E-26,1,3.48E-40,0
GE,0.009030478,0.107573171,0,0.88339635,0
GPN,0.914354661,0.006101631,0,0.079543709,0
SYY,0.944916601,0.000690372,0,0.054393027,0
KR,0.982713056,0.017114599,0,0.000172345,0
PSX,4.91E-09,0.985059199,0,0.014940796,0
CB,0.030149119,0.001639297,0,0.968211584,6.0271141027225e-311
EXPE,1.30E-21,0.999980482,0,1.95E-05,0
PNW,0.986221869,0.00702549,0,0.006752641,0
EBAY,0.001858092,0.053684163,0,0.944457746,1.07E-14
PEG,0.019081135,0.049276654,0,0.931642212,1.76E-25
NFLX,8.94E-18,0.824492443,0,0.175507557,0
FIS,0.091805474,0.017101231,0,0.891093295,0
STZ,0.99643306,0.000816199,0,0.002750741,0
ALB,2.37E-63,1,0,5.69E-25,0
ARE,0.804377168,0.005209592,0,0.190413241,0
ODFL,0.656016793,0.033870994,0,0.310112213,0
D,0.988601335,0.011351122,0,4.75E-05,0
PNR,0.897231141,0.001079152,0,0.101689707,0
PNC,2.99E-10,0.001499198,0,0.998500802,3.8404113373e-313
FOXA,7.16E-11,0.99853745,0,0.00146255,1.07E-93
PGR,0.00070278,0.979067879,0,0.02022934,0
MCO,0.999163772,0.000321397,0,0.000514831,0
PHM,6.42E-13,0.99999796,0,2.04E-06,0
INCY,0.827753606,0.005623388,0,0.166623007,0
WRB,0.161160947,0.158379086,0,0.680459967,4.43E-99
CDNS,0.97928801,0.004567007,0,0.016144984,0
AKAM,3.17E-06,0.892561071,0,0.107435757,0
NVDA,1.69E-79,1,0,5.22E-16,0
ILMN,4.46E-05,0.24015091,0,0.75980453,0
CF,2.65E-10,0.998208245,0,0.001791755,0
BALL,0.039601608,0.058004901,0,0.902393491,0
APA,6.27E-11,0.999999986,0,1.35E-08,6.53E-262
SPG,0.928868368,0.002496185,0,0.068635447,5.02E-236
MTD,0.917899432,0.00619486,0,0.075905707,0
NVR,0.186141121,0.198191002,0,0.615667877,2.33E-102
DPZ,5.25E-18,0.999983479,0,1.65E-05,0
NRG,1.97E-12,0.89310931,0,0.10689069,0
DOW,0.99836115,0.000786177,0,0.000852673,0
EW,0.355839521,0.035471611,0,0.608688867,0
KEYS,0.460789519,0.177424172,0,0.361786309,1.21E-238
ZTS,0.979486199,0.001688376,0,0.018825425,0
CMS,0.411615953,0.002872923,0,0.585511124,0
IP,0.990953105,0.009046895,0,9.97E-12,0
SRE,0.941545254,0.001126202,0,0.057328545,0
WM,0.996616698,7.45E-06,0,0.003375855,0
MMM,0.151900344,0.020649531,0,0.827450126,0
CTRA,3.24E-10,0.999841297,0,0.000158703,0
RF,3.90E-19,0.999054564,0,0.000945436,0
