Symbol,0,1,2,3,4
WRK,0.000406494,0.004860386,0.836533349,0.157302686,0.000897085
PPL,0.195506028,4.90E-06,0.02892211,0.775516035,5.09E-05
DLR,0.201614069,4.57E-06,0.027816763,0.770514843,4.98E-05
NSC,0.759218166,3.15E-08,0.001409988,0.239359556,1.23E-05
MAS,0.101099554,1.85E-05,0.061171188,0.837628139,8.26E-05
PEAK,0.175994851,6.15E-06,0.032933097,0.791010771,5.51E-05
DIS,0.31203577,1.57E-06,0.015021241,0.672906335,3.51E-05
NDAQ,0.879390698,5.22E-09,0.000463104,0.120137225,8.97E-06
CBRE,0.397064814,7.74E-07,0.009910305,0.592995846,2.83E-05
LOW,0.84206984,1.02E-08,0.000701463,0.157218795,9.89E-06
AME,0.962223938,3.79E-10,9.49E-05,0.037672841,8.28E-06
RTX,0.079489711,2.85E-05,0.077945597,0.842438059,9.81E-05
ZBRA,4.99E-07,0.04821947,0.94589307,0.0034935,0.002393461
IRM,0.749574195,3.52E-08,0.001510331,0.248902882,1.26E-05
ETN,0.422314032,6.32E-07,0.00878936,0.568869356,2.66E-05
CMCSA,0.766355889,2.89E-08,0.001338291,0.23229375,1.20E-05
LIN,0.986741289,4.68E-11,2.92E-05,0.013216469,1.31E-05
SO,0.943730874,8.94E-10,0.000158143,0.056103005,7.98E-06
MGM,2.59E-07,0.058057907,0.936920933,0.002362706,0.002658195
LYV,0.106959023,1.66E-05,0.057677687,0.835267293,7.94E-05
MDLZ,0.840605846,1.05E-08,0.000711776,0.158672437,9.93E-06
RJF,0.790836068,2.14E-08,0.001108355,0.208044242,1.13E-05
AAL,3.11E-93,1.49E-13,8.12E-26,9.70E-70,1
TJX,0.968039355,2.67E-10,7.74E-05,0.03187464,8.59E-06
VRTX,0.968212644,2.64E-10,7.69E-05,0.031701843,8.60E-06
KHC,0.660868909,8.70E-08,0.002643551,0.336471933,1.55E-05
CAH,0.202499974,4.53E-06,0.027661662,0.76978425,4.96E-05
CSGP,0.565695228,2.00E-07,0.004398079,0.429887243,1.93E-05
IR,0.333486962,1.31E-06,0.01348902,0.652989583,3.31E-05
PWR,0.201337287,4.59E-06,0.027865485,0.770742837,4.98E-05
AMT,0.538154731,2.51E-07,0.00504478,0.456779769,2.05E-05
RMD,7.95E-10,0.239016277,0.7539802,6.62E-05,0.006937306
RHI,0.280754313,2.08E-06,0.017663216,0.701542073,3.83E-05
IVZ,0.00305087,0.001519706,0.58752641,0.407338421,0.000564593
ADP,0.817554132,1.48E-08,0.000884145,0.181551154,1.06E-05
BRO,0.950251676,6.83E-10,0.000134583,0.049605731,8.01E-06
GD,0.838039682,1.09E-08,0.000730033,0.161220275,1.00E-05
INTC,0.001634311,0.002318612,0.684715589,0.310658213,0.000673276
WST,0.863348662,7.09E-09,0.000559849,0.136082131,9.35E-06
EOG,0.619249579,1.27E-07,0.003329842,0.377403382,1.71E-05
HST,0.004638583,0.001093627,0.513500389,0.480277854,0.000489546
FCX,0.067919756,3.75E-05,0.090685186,0.841247965,0.000109607
ORCL,0.308690144,1.62E-06,0.015278958,0.675993875,3.54E-05
ULTA,4.53E-06,0.024926337,0.960532779,0.01282374,0.001712612
CTLT,1.30E-06,0.036479313,0.955301174,0.006155433,0.002062784
CTAS,0.951699385,6.40E-10,0.000129539,0.04816305,8.02E-06
BRK.B,0.995580021,6.75E-12,1.11E-05,0.004368179,4.07E-05
BDX,0.996112701,5.46E-12,1.01E-05,0.003828093,4.91E-05
CI,0.743219456,3.78E-08,0.001578685,0.255189066,1.28E-05
ICE,0.948783279,7.28E-10,0.000139769,0.051068955,8.00E-06
ITW,0.946130541,8.13E-10,0.000149313,0.053712163,7.98E-06
NEM,5.07E-06,0.024073153,0.960553526,0.013682963,0.001685292
ROL,0.145413814,9.15E-06,0.0412164,0.813297141,6.35E-05
PFG,0.606893401,1.41E-07,0.003556373,0.389532533,1.76E-05
NWSA,0.304190823,1.68E-06,0.015634245,0.680137402,3.58E-05
CPB,0.069058031,3.64E-05,0.089269117,0.841528081,0.000108336
AJG,0.976100432,1.47E-10,5.51E-05,0.023835058,9.45E-06
HAL,0.025681779,0.000168275,0.205209074,0.768731085,0.000209786
IDXX,0.189135174,5.27E-06,0.030146399,0.780660937,5.22E-05
KIM,0.22594813,3.53E-06,0.023975628,0.750027142,4.56E-05
CDAY,0.011430306,0.000458899,0.343538959,0.644240661,0.000331175
WEC,0.813808006,1.56E-08,0.000913967,0.185267353,1.07E-05
AMCR,0.765907249,2.91E-08,0.001342734,0.232737933,1.21E-05
ELV,0.790130575,2.15E-08,0.001114646,0.208743423,1.13E-05
DGX,0.377058275,9.10E-07,0.010906567,0.612004581,2.97E-05
FAST,0.670061785,7.98E-08,0.002506608,0.327416335,1.52E-05
BAX,0.000891695,0.003289876,0.761598498,0.233446335,0.000773596
GLW,0.929173727,1.50E-09,0.000215648,0.070602566,8.06E-06
GPC,0.078423547,2.92E-05,0.078982129,0.842466062,9.90E-05
VICI,0.893729853,3.84E-09,0.000383726,0.105877766,8.65E-06
MOS,6.63E-06,0.022112943,0.960257856,0.016001073,0.001621494
CARR,0.265151124,2.40E-06,0.019205586,0.715600742,4.01E-05
PAYC,1.44E-12,0.5948787,0.389404746,1.04E-06,0.015715517
ROP,0.972286093,1.99E-10,6.54E-05,0.027639598,8.95E-06
KO,0.969724088,2.39E-10,7.26E-05,0.030194639,8.71E-06
DUK,0.864439355,6.95E-09,0.000553002,0.134998312,9.32E-06
TXT,0.107703451,1.64E-05,0.057258418,0.834942745,7.90E-05
KEY,1.29E-13,0.711811827,0.268593723,1.99E-07,0.019594252
CNC,0.430266294,5.93E-07,0.008464166,0.561242817,2.61E-05
C,0.087313166,2.41E-05,0.071024797,0.841546122,9.18E-05
BIO,0.010035913,0.000528154,0.36794068,0.621142161,0.000353091
BEN,0.471758402,4.27E-07,0.006951635,0.521265778,2.38E-05
SEDG,2.53E-136,1.74E-24,1.02E-41,3.21E-105,1
AVY,0.727220597,4.50E-08,0.001758896,0.271007198,1.33E-05
RL,4.66E-12,0.529180514,0.456928319,2.29E-06,0.013888877
RSG,0.976629014,1.41E-10,5.37E-05,0.023307774,9.53E-06
AOS,0.141751591,9.63E-06,0.042429065,0.815745018,6.47E-05
CHTR,0.065362472,4.00E-05,0.094020011,0.840464908,0.000112594
LH,0.25301221,2.69E-06,0.020531586,0.726411823,4.17E-05
BSX,0.715854236,5.07E-08,0.001894253,0.282237827,1.36E-05
BLK,0.957442999,4.88E-10,0.000110205,0.04243867,8.13E-06
VZ,0.358469772,1.06E-06,0.0119321,0.629565997,3.11E-05
AMZN,0.349334845,1.14E-06,0.012475855,0.638156358,3.18E-05
CMA,2.61E-13,0.680453941,0.301106361,3.23E-07,0.018439374
DXCM,7.31E-12,0.502961896,0.483833396,3.10E-06,0.013201608
EL,0.000234764,0.00619201,0.874637466,0.117954668,0.000981092
UDR,0.429764833,5.95E-07,0.008484307,0.561724104,2.62E-05
MO,0.824205296,1.35E-08,0.000832459,0.17495186,1.04E-05
MPWR,7.20E-09,0.147364049,0.84753264,0.000264784,0.00483852
PSA,0.803381652,1.81E-08,0.000999712,0.195607666,1.10E-05
TFC,0.00340227,0.001400469,0.568850159,0.425801939,0.000545164
HIG,0.825371504,1.32E-08,0.000823562,0.173794582,1.03E-05
PCAR,0.789878284,2.16E-08,0.0011169,0.208993453,1.13E-05
CPT,0.51991137,2.90E-07,0.0055158,0.474551219,2.13E-05
WHR,6.13E-09,0.153040406,0.841749562,0.000239621,0.004970405
HLT,0.561937734,2.06E-07,0.00448206,0.433560587,1.94E-05
MTB,0.181898965,5.73E-06,0.031634364,0.786407158,5.38E-05
SPGI,0.920787727,1.93E-09,0.000251825,0.078952285,8.16E-06
BKNG,0.130642156,1.13E-05,0.046488662,0.822789187,6.87E-05
DTE,0.558977323,2.11E-07,0.004549141,0.436453784,1.95E-05
MKC,0.462063215,4.61E-07,0.007279599,0.530632439,2.43E-05
OXY,0.003066948,0.001513821,0.586636485,0.408219088,0.000563658
AVB,0.927100006,1.60E-09,0.000224387,0.072667526,8.08E-06
EXPD,0.451069914,5.03E-07,0.007669452,0.541235227,2.49E-05
O,0.244583383,2.92E-06,0.021526261,0.733844606,4.28E-05
CTVA,0.723194822,4.69E-08,0.001806126,0.274985611,1.34E-05
MA,0.992211433,1.78E-11,1.76E-05,0.007750371,2.06E-05
XOM,0.80270757,1.82E-08,0.001005396,0.196276044,1.10E-05
ROST,0.610731445,1.37E-07,0.003484812,0.385766206,1.74E-05
MU,0.001014379,0.00306648,0.746697391,0.248469069,0.000752681
NOC,0.427298931,6.07E-07,0.008584055,0.564090095,2.63E-05
MCK,0.861700778,7.31E-09,0.000570269,0.137719554,9.39E-06
CE,0.005803311,0.000900979,0.471879639,0.520966767,0.000449304
NCLH,3.85E-45,0.003165652,3.32E-09,5.05E-31,0.996834345
FDX,0.494283704,3.57E-07,0.006242371,0.499450989,2.26E-05
FICO,0.127829284,1.18E-05,0.047618933,0.824470197,6.98E-05
ABT,0.945392091,8.37E-10,0.000152011,0.054447917,7.98E-06
MET,0.744815544,3.71E-08,0.001561347,0.253610367,1.27E-05
ALL,0.080645072,2.78E-05,0.076849472,0.842380538,9.71E-05
REGN,0.879816572,5.17E-09,0.00046065,0.119713815,8.96E-06
ADBE,0.420337215,6.42E-07,0.008872162,0.570763238,2.67E-05
FTV,0.889986032,4.18E-09,0.000403812,0.10960142,8.73E-06
CZR,9.72E-09,0.137152998,0.857927762,0.000319107,0.004600123
VFC,4.65E-30,0.47494412,0.00010914,2.47E-19,0.52494674
COF,0.192085648,5.09E-06,0.029569922,0.778287723,5.16E-05
VMC,0.612150141,1.35E-07,0.003458636,0.384373744,1.73E-05
TTWO,0.166221814,6.94E-06,0.035271618,0.798442097,5.75E-05
GWW,0.826659184,1.30E-08,0.000813794,0.172516705,1.03E-05
ADI,0.40652703,7.17E-07,0.009473612,0.583971012,2.76E-05
CCL,6.02E-25,0.816809373,0.001580888,1.52E-15,0.181609739
K,0.250903526,2.75E-06,0.020774439,0.728277319,4.20E-05
BIIB,0.83474525,1.15E-08,0.00075381,0.164490843,1.01E-05
AVGO,0.402337998,7.41E-07,0.00966437,0.587968984,2.79E-05
HON,0.954100134,5.74E-10,0.000121326,0.045770481,8.06E-06
DE,0.614783591,1.32E-07,0.003410437,0.381788598,1.72E-05
PLD,0.927912581,1.56E-09,0.000220946,0.071858401,8.07E-06
EIX,0.748859989,3.55E-08,0.001517924,0.249609473,1.26E-05
WAT,0.051382876,5.96E-05,0.117065826,0.831358685,0.000133034
MOH,0.329366361,1.35E-06,0.013768171,0.656830625,3.35E-05
KMI,0.728078724,4.46E-08,0.001748928,0.270159066,1.32E-05
LRCX,0.006667409,0.000793573,0.445652696,0.54646181,0.000424512
MNST,0.573692028,1.87E-07,0.004223569,0.422065306,1.89E-05
PFE,0.98971491,2.93E-11,2.27E-05,0.010246453,1.59E-05
MCD,0.973875482,1.76E-10,6.10E-05,0.026054379,9.14E-06
ACGL,0.785439979,2.29E-08,0.001156968,0.213391559,1.15E-05
PAYX,0.898842605,3.42E-09,0.000357021,0.100791825,8.55E-06
STLD,0.04345644,7.77E-05,0.135373987,0.820942766,0.000149095
AMD,1.40E-51,0.000201917,2.58E-11,4.05E-36,0.999798083
PXD,0.000956234,0.00316763,0.753617109,0.241496741,0.000762286
LKQ,0.714981817,5.12E-08,0.001904902,0.283099568,1.37E-05
EPAM,0.085724832,2.49E-05,0.072339654,0.841817583,9.30E-05
WFC,0.838520059,1.08E-08,0.000726598,0.160743346,9.99E-06
MCHP,0.01272184,0.000407074,0.323741783,0.662815766,0.000313537
QCOM,0.072889072,3.32E-05,0.084784514,0.842188918,0.000104298
LYB,0.532734635,2.62E-07,0.005180973,0.462063411,2.07E-05
NI,0.000301657,0.005558116,0.858532201,0.134665215,0.000942812
LDOS,0.85483803,8.25E-09,0.000614645,0.144537754,9.56E-06
JBHT,0.149571659,8.64E-06,0.039906226,0.810451281,6.22E-05
XYL,0.611772557,1.35E-07,0.003465588,0.384744359,1.74E-05
ZBH,0.111307976,1.54E-05,0.055300129,0.833299348,7.71E-05
ON,1.33E-18,0.922853865,0.030945469,5.98E-11,0.046200666
LNT,0.682805036,7.06E-08,0.002324839,0.314855308,1.47E-05
AWK,0.721906679,4.76E-08,0.001821402,0.276258436,1.34E-05
NOW,0.447510365,5.17E-07,0.007799985,0.544664024,2.51E-05
WBA,8.94E-08,0.07780387,0.917786085,0.001242894,0.003167062
KLAC,0.048632996,6.51E-05,0.12286714,0.82829665,0.000138137
DOV,0.721909638,4.76E-08,0.001821367,0.276255512,1.34E-05
ADM,0.722311355,4.74E-08,0.001816594,0.27585858,1.34E-05
TSCO,0.015040454,0.000334907,0.293476929,0.690860922,0.000286787
CL,0.89674338,3.59E-09,0.000367885,0.102880143,8.59E-06
MAR,0.395156173,7.86E-07,0.010000961,0.594813689,2.84E-05
TPR,9.27E-17,0.894940949,0.071527599,1.24E-09,0.033531451
EVRG,0.217031403,3.87E-06,0.025288522,0.757629187,4.70E-05
ZION,4.53E-26,0.763227435,0.000910663,2.28E-16,0.235861903
AES,6.47E-07,0.044733872,0.948890009,0.004078241,0.002297231
TEL,0.868704752,6.42E-09,0.000526604,0.130759417,9.22E-06
VRSN,0.786969392,2.24E-08,0.001143073,0.211876085,1.14E-05
ALGN,2.20E-18,0.921387566,0.034214952,8.58E-11,0.044397481
HOLX,0.53786749,2.51E-07,0.00505192,0.457059856,2.05E-05
PPG,0.619768461,1.26E-07,0.003320571,0.376893793,1.70E-05
KDP,0.81038565,1.64E-08,0.000941665,0.188661915,1.08E-05
CRL,0.00802505,0.000664043,0.410388301,0.580530845,0.000391761
A,0.477337563,4.08E-07,0.006769299,0.515869271,2.35E-05
ABNB,6.65E-11,0.372505311,0.617475875,1.34E-05,0.010005456
WMB,0.929094358,1.50E-09,0.00021598,0.070681603,8.06E-06
PEP,0.957195539,4.94E-10,0.000111015,0.042685325,8.12E-06
EQT,5.42E-06,0.023568232,0.960526214,0.014231132,0.001669001
IQV,0.515922429,3.00E-07,0.005623712,0.478432048,2.15E-05
CTSH,0.536435274,2.54E-07,0.005087652,0.458456271,2.05E-05
CNP,0.488789111,3.73E-07,0.00640893,0.504778726,2.29E-05
GM,0.001979111,0.002052323,0.656789286,0.338538795,0.000640485
TDG,0.959913076,4.29E-10,0.000102224,0.039976504,8.20E-06
DVN,1.18E-06,0.037517805,0.954567233,0.005820921,0.002092862
OTIS,0.905313844,2.92E-09,0.000324414,0.094353319,8.42E-06
FLT,0.438373474,5.56E-07,0.008145158,0.553455169,2.56E-05
INVH,0.906289268,2.85E-09,0.000319614,0.093382713,8.40E-06
MSFT,0.959430229,4.40E-10,0.000103768,0.040457822,8.18E-06
UAL,6.63E-19,0.924214973,0.026926881,3.63E-11,0.048858146
GOOGL,0.631987203,1.13E-07,0.003107671,0.36488843,1.66E-05
ED,0.708936472,5.45E-08,0.001979728,0.289069884,1.39E-05
FITB,0.037788238,9.63E-05,0.1521084,0.809843373,0.000163691
HAS,3.20E-08,0.10194054,0.893632221,0.000664693,0.003762514
L,0.971122536,2.16E-10,6.86E-05,0.028800029,8.84E-06
TFX,0.605618359,1.43E-07,0.003580389,0.390783506,1.76E-05
ENPH,5.82E-63,1.04E-06,3.76E-15,3.31E-45,0.999998959
DHI,0.012289286,0.000423323,0.33010599,0.656862208,0.000319194
STE,0.965953653,3.04E-10,8.36E-05,0.03395432,8.46E-06
AIG,0.950202393,6.84E-10,0.000134756,0.049654841,8.01E-06
TSLA,5.37E-71,1.97E-08,6.32E-18,1.13E-51,0.99999998
TRV,0.818842324,1.46E-08,0.000874009,0.180273134,1.05E-05
SYK,0.774404029,2.63E-08,0.00126001,0.224324137,1.18E-05
TMUS,0.972188484,2.00E-10,6.56E-05,0.027736948,8.94E-06
HD,0.983407846,7.18E-11,3.68E-05,0.016544024,1.13E-05
CHRW,0.229856767,3.39E-06,0.023430614,0.746664263,4.50E-05
HUM,0.12044393,1.33E-05,0.050815301,0.828654656,7.28E-05
MAA,0.797796124,1.95E-08,0.001047334,0.20114541,1.11E-05
URI,0.000472455,0.004530696,0.824178182,0.169944802,0.000873866
CBOE,0.679427201,7.30E-08,0.002372128,0.318185734,1.49E-05
MPC,0.099818709,1.89E-05,0.061983802,0.83809517,8.34E-05
NXPI,0.04864464,6.51E-05,0.122841449,0.828310744,0.000138114
AFL,0.910442132,2.57E-09,0.000299518,0.08925002,8.33E-06
PM,0.985979646,5.21E-11,3.09E-05,0.013976898,1.26E-05
LHX,0.204512629,4.43E-06,0.027314002,0.768119727,4.92E-05
ALK,6.24E-10,0.250768571,0.741970186,5.68E-05,0.007204457
HCA,0.796520232,1.98E-08,0.00105838,0.202410219,1.11E-05
HSY,0.232489758,3.30E-06,0.023073291,0.744389082,4.46E-05
STX,3.14E-09,0.178463758,0.815821931,0.00015761,0.005556698
CVX,0.840350798,1.05E-08,0.00071358,0.158925673,9.94E-06
LW,3.12E-09,0.178722661,0.815557726,0.000156972,0.005562638
DFS,3.71E-07,0.052476885,0.942086064,0.002927514,0.002509166
OMC,0.095329868,2.06E-05,0.064985462,0.839577887,8.62E-05
HPQ,0.125512011,1.22E-05,0.048584833,0.825820206,7.07E-05
HUBB,0.000153658,0.007370257,0.897466234,0.093963804,0.001046046
ATO,0.846139712,9.56E-09,0.000673183,0.15317731,9.79E-06
ANSS,0.417603018,6.56E-07,0.008988012,0.573381398,2.69E-05
CCI,0.123213241,1.27E-05,0.049575773,0.827126633,7.17E-05
FDS,0.736360241,4.07E-08,0.001654503,0.261972243,1.30E-05
POOL,0.005191973,0.000993695,0.492694743,0.500650308,0.000469281
DD,0.877955447,5.37E-09,0.000471415,0.121564132,9.00E-06
ANET,0.000125795,0.007976559,0.906530651,0.084289961,0.001077033
RVTY,0.011457194,0.000457712,0.343101379,0.644652931,0.000330783
CAT,0.512893638,3.07E-07,0.005706882,0.481377515,2.17E-05
VLO,0.000695915,0.003745874,0.788112731,0.206632247,0.000813232
TXN,0.981831146,8.57E-11,4.06E-05,0.01811752,1.07E-05
F,1.85E-06,0.032791766,0.957658821,0.007593193,0.001954369
DLTR,0.000211074,0.006474749,0.880862711,0.111454125,0.000997341
GS,0.616041377,1.30E-07,0.003387593,0.380553706,1.72E-05
PCG,0.600015327,1.50E-07,0.003687389,0.396279308,1.78E-05
DRI,0.711933404,5.28E-08,0.001942406,0.286110375,1.38E-05
JPM,0.98473247,6.12E-11,3.37E-05,0.015221906,1.19E-05
GILD,0.894925777,3.74E-09,0.000377405,0.104688189,8.63E-06
AEP,0.635230901,1.10E-07,0.003052864,0.361699665,1.65E-05
NTRS,0.017746369,0.000273587,0.264638288,0.717080259,0.000261497
WAB,0.78677158,2.25E-08,0.001144865,0.2120721,1.14E-05
PG,0.99272505,1.57E-11,1.66E-05,0.007236269,2.21E-05
GL,0.811562899,1.62E-08,0.000932088,0.187494275,1.07E-05
DVA,2.73E-09,0.18399151,0.810180422,0.000144644,0.005683422
BKR,0.467830025,4.40E-07,0.007082791,0.525062774,2.40E-05
CME,0.970766003,2.22E-10,6.96E-05,0.029155591,8.80E-06
FI,0.922977908,1.81E-09,0.000242162,0.076771797,8.13E-06
CMI,0.662219056,8.59E-08,0.002623125,0.335142262,1.55E-05
APH,0.95249992,6.18E-10,0.00012678,0.047365265,8.03E-06
AEE,0.896581572,3.60E-09,0.000368728,0.103041105,8.59E-06
ISRG,0.373865346,9.34E-07,0.011075479,0.61502834,2.99E-05
LLY,0.317918955,1.49E-06,0.014580889,0.667464135,3.45E-05
FRT,0.590160767,1.63E-07,0.003881499,0.405939346,1.82E-05
IFF,6.10E-07,0.045506883,0.948236533,0.003937276,0.002318699
REG,0.766307863,2.90E-08,0.001338767,0.2323413,1.20E-05
IEX,0.53105402,2.65E-07,0.005223833,0.463701085,2.08E-05
MHK,0.00040713,0.004856884,0.836409413,0.157429728,0.000896845
SEE,7.12E-09,0.14773109,0.847158783,0.000263059,0.004847061
MKTX,4.46E-07,0.049783427,0.944510868,0.003269073,0.002436186
GOOG,0.759222525,3.15E-08,0.001409943,0.239355242,1.23E-05
HSIC,0.516335848,2.99E-07,0.005612443,0.478029919,2.15E-05
EG,0.440713224,5.46E-07,0.00805535,0.551205375,2.55E-05
EA,0.41151768,6.89E-07,0.009251507,0.579202819,2.73E-05
SBUX,0.860784483,7.43E-09,0.000576103,0.138629993,9.41E-06
NUE,0.308386851,1.62E-06,0.01530259,0.676273501,3.54E-05
KMX,4.13E-07,0.050895794,0.943515798,0.00312158,0.002466416
ECL,0.978876054,1.15E-10,4.79E-05,0.02106608,9.96E-06
BA,0.082934572,2.65E-05,0.074756713,0.842187054,9.52E-05
EFX,0.195749995,4.88E-06,0.028876717,0.775317524,5.09E-05
EXC,0.786419675,2.26E-08,0.001148057,0.212420802,1.14E-05
MRNA,0.000119193,0.008145742,0.908801924,0.081847705,0.001085436
BXP,0.001171294,0.002828038,0.729148772,0.266122819,0.000729077
ORLY,0.634860337,1.10E-07,0.003059089,0.362063989,1.65E-05
CAG,0.131476131,1.12E-05,0.046162077,0.822282254,6.84E-05
GEN,0.189481854,5.25E-06,0.030077789,0.78038296,5.22E-05
HPE,0.021033014,0.000220097,0.236375138,0.742134896,0.000236855
TER,0.007348386,0.000723654,0.427165416,0.564355279,0.000407265
IT,0.844880327,9.76E-09,0.000681873,0.154427972,9.82E-06
